order_id,customer_id,date_key,order_date,ordered_at,order_status,is_successful_order,is_cancelled,is_returned,payment_method,shipping_cost,distinct_items_count,total_quantity,gross_order_amount,total_discount_amount,net_merchandise_amount,total_order_cost,total_gross_profit,total_paid_amount
ORD_24625,CUST_1464,2024-01-18,2024-01-18,2024-01-18 03:00:00,Completed,1,0,0,BNPL,5.58,1,1,64.22,0.00,64.22,43.96,20.26,69.80
ORD_24626,CUST_1161,2024-02-28,2024-02-28,2024-02-28 06:00:00,Completed,1,0,0,Credit Card,0.00,3,3,722.84,0.00,722.84,389.39,333.45,722.84
ORD_24627,CUST_1029,2023-09-03,2023-09-03,2023-09-03 06:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),6.76,2,2,418.11,10.45,407.66,237.55,170.11,414.42
ORD_24628,CUST_1114,2024-07-17,2024-07-17,2024-07-17 00:00:00,Cancelled,0,1,0,QRIS,5.41,2,2,35.61,0.00,35.61,21.42,14.19,41.02
ORD_24629,CUST_1726,2024-02-01,2024-02-01,2024-02-01 12:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),0.00,1,2,480.22,0.00,480.22,280.56,199.66,480.22
ORD_24630,CUST_2194,2024-03-11,2024-03-11,2024-03-11 09:00:00,Completed,1,0,0,Credit Card,8.40,1,2,399.34,0.00,399.34,248.68,150.66,407.74
ORD_24631,CUST_1892,2024-01-13,2024-01-13,2024-01-13 21:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,148.84,14.88,133.96,82.45,51.51,133.96
ORD_24632,CUST_1701,2024-01-30,2024-01-30,2024-01-30 11:00:00,Completed,1,0,0,BNPL,3.55,4,5,974.52,0.00,974.52,642.39,332.13,978.07
ORD_24633,CUST_2016,2024-03-09,2024-03-09,2024-03-09 00:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,3,4,279.13,10.88,268.25,166.58,101.67,268.25
ORD_24634,CUST_1869,2024-02-07,2024-02-07,2024-02-07 07:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,2,342.62,17.13,325.49,215.46,110.03,325.49
ORD_24635,CUST_1869,2024-03-15,2024-03-15,2024-03-15 06:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,2,2,449.41,11.14,438.27,219.88,218.39,438.27
ORD_24636,CUST_1443,2023-01-25,2023-01-25,2023-01-25 14:00:00,Cancelled,0,1,0,Virtual Account Bank Transfer,0.00,1,2,143.56,7.18,136.38,105.74,30.64,136.38
ORD_24637,CUST_2190,2023-06-26,2023-06-26,2023-06-26 00:00:00,Shipped,1,0,0,QRIS,6.48,2,3,469.01,0.00,469.01,246.05,222.96,475.49
ORD_24638,CUST_2043,2023-03-17,2023-03-17,2023-03-17 03:00:00,Completed,1,0,0,BNPL,0.00,1,1,116.17,0.00,116.17,77.77,38.40,116.17
ORD_24639,CUST_1541,2023-02-13,2023-02-13,2023-02-13 01:00:00,Completed,1,0,0,Virtual Account Bank Transfer,2.62,1,1,375.16,0.00,375.16,174.25,200.91,377.78
ORD_24640,CUST_1405,2024-01-22,2024-01-22,2024-01-22 10:00:00,Shipped,1,0,0,Virtual Account Bank Transfer,8.32,2,2,333.68,0.00,333.68,206.84,126.84,342.00
ORD_24641,CUST_1435,2023-12-14,2023-12-14,2023-12-14 03:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,3,4,989.19,112.55,876.64,495.31,381.33,876.64
ORD_24642,CUST_2185,2024-01-02,2024-01-02,2024-01-02 15:00:00,Completed,1,0,0,BNPL,7.30,4,6,697.88,28.42,669.46,397.59,271.87,676.76
ORD_24643,CUST_2034,2023-09-20,2023-09-20,2023-09-20 01:00:00,Completed,1,0,0,QRIS,0.00,3,4,514.12,0.00,514.12,286.82,227.30,514.12
ORD_24644,CUST_1328,2023-07-05,2023-07-05,2023-07-05 02:00:00,Completed,1,0,0,QRIS,0.00,3,4,883.47,24.01,859.46,485.66,373.80,859.46
ORD_24645,CUST_1358,2023-07-31,2023-07-31,2023-07-31 02:00:00,Completed,1,0,0,BNPL,0.00,1,3,460.83,0.00,460.83,288.51,172.32,460.83
ORD_24646,CUST_1493,2024-03-20,2024-03-20,2024-03-20 18:00:00,Cancelled,0,1,0,QRIS,0.00,4,5,630.74,15.27,615.47,413.23,202.24,615.47
ORD_24647,CUST_1125,2024-07-06,2024-07-06,2024-07-06 20:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,2,315.78,0.00,315.78,228.12,87.66,315.78
ORD_24648,CUST_1241,2024-02-09,2024-02-09,2024-02-09 07:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),3.17,3,4,681.12,17.58,663.54,344.13,319.41,666.71
ORD_24649,CUST_1358,2023-08-31,2023-08-31,2023-08-31 06:00:00,Completed,1,0,0,QRIS,7.33,1,1,104.47,0.00,104.47,59.59,44.88,111.80
ORD_24650,CUST_1098,2024-05-08,2024-05-08,2024-05-08 02:00:00,Completed,1,0,0,BNPL,3.56,1,1,85.34,0.00,85.34,47.09,38.25,88.90
ORD_24651,CUST_2028,2024-04-12,2024-04-12,2024-04-12 05:00:00,Completed,1,0,0,BNPL,0.00,1,1,211.74,10.59,201.15,96.61,104.54,201.15
ORD_24652,CUST_1966,2023-11-04,2023-11-04,2023-11-04 02:00:00,Completed,1,0,0,BNPL,7.08,3,4,366.09,6.06,360.03,194.95,165.08,367.11
ORD_24653,CUST_1638,2024-05-09,2024-05-09,2024-05-09 05:00:00,Completed,1,0,0,BNPL,0.00,1,1,71.78,7.18,64.60,52.87,11.73,64.60
ORD_24654,CUST_1299,2023-06-09,2023-06-09,2023-06-09 02:00:00,Shipped,1,0,0,BNPL,5.44,1,2,379.22,0.00,379.22,270.06,109.16,384.66
ORD_24655,CUST_1447,2023-03-20,2023-03-20,2023-03-20 07:00:00,Delivered,1,0,0,Virtual Account Bank Transfer,0.00,2,2,263.90,0.00,263.90,136.31,127.59,263.90
ORD_24656,CUST_2125,2023-05-16,2023-05-16,2023-05-16 02:00:00,Completed,1,0,0,QRIS,8.02,1,1,221.42,0.00,221.42,106.25,115.17,229.44
ORD_24657,CUST_1269,2023-12-22,2023-12-22,2023-12-22 23:00:00,Completed,1,0,0,BNPL,0.00,1,1,16.01,0.00,16.01,11.61,4.40,16.01
ORD_24658,CUST_2082,2023-10-05,2023-10-05,2023-10-05 00:00:00,Cancelled,0,1,0,QRIS,4.49,1,1,240.11,36.02,204.09,140.28,63.81,208.58
ORD_24659,CUST_1574,2024-08-27,2024-08-27,2024-08-27 04:00:00,Completed,1,0,0,QRIS,8.57,3,3,576.48,9.98,566.50,316.27,250.23,575.07
ORD_24660,CUST_1034,2023-07-09,2023-07-09,2023-07-09 08:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),2.62,1,1,175.82,0.00,175.82,107.16,68.66,178.44
ORD_24661,CUST_1605,2024-04-03,2024-04-03,2024-04-03 02:00:00,Completed,1,0,0,Credit Card,7.51,1,3,568.83,85.32,483.51,405.09,78.42,491.02
ORD_24662,CUST_1507,2024-10-29,2024-10-29,2024-10-29 23:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),4.52,3,5,958.53,7.20,951.33,509.65,441.68,955.85
ORD_24663,CUST_1931,2023-10-28,2023-10-28,2023-10-28 02:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),7.15,1,3,446.52,0.00,446.52,247.35,199.17,453.67
ORD_24664,CUST_1101,2023-09-01,2023-09-01,2023-09-01 01:00:00,Completed,1,0,0,Credit Card,6.45,3,4,975.37,88.68,886.69,573.17,313.52,893.14
ORD_24665,CUST_1824,2023-03-27,2023-03-27,2023-03-27 17:00:00,Completed,1,0,0,Credit Card,7.63,1,1,170.75,0.00,170.75,77.65,93.10,178.38
ORD_24666,CUST_2185,2024-04-02,2024-04-02,2024-04-02 17:00:00,Completed,1,0,0,QRIS,3.31,1,1,48.42,2.42,46.00,30.20,15.80,49.31
ORD_24667,CUST_1173,2023-02-12,2023-02-12,2023-02-12 20:00:00,Completed,1,0,0,Credit Card,3.98,1,1,157.70,0.00,157.70,74.94,82.76,161.68
ORD_24668,CUST_1739,2023-08-04,2023-08-04,2023-08-04 13:00:00,Completed,1,0,0,Credit Card,5.38,1,1,112.15,0.00,112.15,81.68,30.47,117.53
ORD_24669,CUST_1780,2024-02-01,2024-02-01,2024-02-01 21:00:00,Shipped,1,0,0,QRIS,3.28,2,3,771.35,21.61,749.74,427.73,322.01,753.02
ORD_24670,CUST_2104,2024-02-12,2024-02-12,2024-02-12 15:00:00,Shipped,1,0,0,Credit Card,3.83,2,2,301.05,0.00,301.05,176.05,125.00,304.88
ORD_24671,CUST_1180,2024-02-27,2024-02-27,2024-02-27 08:00:00,Completed,1,0,0,Credit Card,3.15,1,1,130.74,6.54,124.20,88.59,35.61,127.35
ORD_24672,CUST_1376,2024-06-13,2024-06-13,2024-06-13 08:00:00,Completed,1,0,0,Credit Card,7.37,3,5,538.14,61.02,477.12,253.52,223.60,484.49
ORD_24673,CUST_1574,2024-04-04,2024-04-04,2024-04-04 03:00:00,Completed,1,0,0,QRIS,0.00,1,2,441.12,0.00,441.12,301.38,139.74,441.12
ORD_24674,CUST_1153,2023-08-16,2023-08-16,2023-08-16 07:00:00,Completed,1,0,0,Credit Card,3.60,4,4,681.95,13.67,668.28,411.57,256.71,671.88
ORD_24675,CUST_1249,2024-09-14,2024-09-14,2024-09-14 07:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),6.29,2,2,187.95,0.00,187.95,130.64,57.31,194.24
ORD_24676,CUST_1668,2023-04-12,2023-04-12,2023-04-12 17:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),6.00,2,2,385.99,23.24,362.75,214.73,148.02,368.75
ORD_24677,CUST_1178,2024-08-09,2024-08-09,2024-08-09 00:00:00,Completed,1,0,0,BNPL,6.47,1,1,24.28,1.21,23.07,14.60,8.47,29.54
ORD_24678,CUST_1735,2023-07-04,2023-07-04,2023-07-04 20:00:00,Delivered,1,0,0,Virtual Account Bank Transfer,2.66,1,3,336.45,16.82,319.63,245.04,74.59,322.29
ORD_24679,CUST_1706,2023-05-16,2023-05-16,2023-05-16 07:00:00,Returned,0,0,1,Credit Card,7.82,1,1,46.48,0.00,46.48,22.31,24.17,54.30
ORD_24680,CUST_1867,2024-11-10,2024-11-10,2024-11-10 16:00:00,Delivered,1,0,0,BNPL,5.57,2,2,94.90,9.39,85.51,52.51,33.00,91.08
ORD_24681,CUST_1032,2024-03-27,2024-03-27,2024-03-27 16:00:00,Completed,1,0,0,QRIS,3.40,1,1,170.75,17.07,153.68,77.65,76.03,157.08
ORD_24682,CUST_1024,2023-03-11,2023-03-11,2023-03-11 19:00:00,Cancelled,0,1,0,E-Wallet (GoPay/OVO),2.83,2,2,173.58,0.00,173.58,108.95,64.63,176.41
ORD_24683,CUST_1745,2024-06-02,2024-06-02,2024-06-02 21:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,2,243.90,36.59,207.31,148.28,59.03,207.31
ORD_24684,CUST_2002,2024-03-27,2024-03-27,2024-03-27 17:00:00,Completed,1,0,0,QRIS,0.00,3,3,591.21,0.00,591.21,346.56,244.65,591.21
ORD_24685,CUST_1356,2023-11-28,2023-11-28,2023-11-28 21:00:00,Completed,1,0,0,BNPL,8.19,1,1,280.84,14.04,266.80,161.28,105.52,274.99
ORD_24686,CUST_1255,2023-08-13,2023-08-13,2023-08-13 13:00:00,Completed,1,0,0,Virtual Account Bank Transfer,3.08,2,2,303.16,3.77,299.39,157.32,142.07,302.47
ORD_24687,CUST_1893,2024-05-15,2024-05-15,2024-05-15 12:00:00,Completed,1,0,0,QRIS,3.13,1,1,274.50,0.00,274.50,154.77,119.73,277.63
ORD_24688,CUST_1345,2024-06-01,2024-06-01,2024-06-01 14:00:00,Delivered,1,0,0,E-Wallet (GoPay/OVO),4.30,1,1,232.38,0.00,232.38,118.56,113.82,236.68
ORD_24689,CUST_1945,2024-02-14,2024-02-14,2024-02-14 22:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,2,2,486.25,0.00,486.25,257.27,228.98,486.25
ORD_24690,CUST_1772,2024-03-15,2024-03-15,2024-03-15 14:00:00,Shipped,1,0,0,QRIS,7.28,1,2,493.56,0.00,493.56,354.40,139.16,500.84
ORD_24691,CUST_1177,2024-08-04,2024-08-04,2024-08-04 19:00:00,Completed,1,0,0,QRIS,3.05,1,3,512.25,0.00,512.25,232.95,279.30,515.30
ORD_24692,CUST_1354,2023-05-14,2023-05-14,2023-05-14 12:00:00,Completed,1,0,0,BNPL,6.47,1,1,77.50,0.00,77.50,35.77,41.73,83.97
ORD_24693,CUST_1307,2024-08-31,2024-08-31,2024-08-31 05:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),4.82,1,1,280.84,0.00,280.84,161.28,119.56,285.66
ORD_24694,CUST_2049,2023-03-02,2023-03-02,2023-03-02 22:00:00,Completed,1,0,0,Credit Card,6.17,2,3,526.05,13.75,512.30,320.71,191.59,518.47
ORD_24695,CUST_1033,2023-10-12,2023-10-12,2023-10-12 06:00:00,Shipped,1,0,0,BNPL,0.00,3,3,300.99,0.00,300.99,189.63,111.36,300.99
ORD_24696,CUST_1917,2024-07-27,2024-07-27,2024-07-27 11:00:00,Completed,1,0,0,BNPL,5.91,1,1,189.61,9.48,180.13,135.03,45.10,186.04
ORD_24697,CUST_2034,2023-08-09,2023-08-09,2023-08-09 23:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,3,5,651.17,12.32,638.85,350.40,288.45,638.85
ORD_24698,CUST_1391,2023-11-27,2023-11-27,2023-11-27 23:00:00,Completed,1,0,0,QRIS,4.79,1,1,46.48,0.00,46.48,22.31,24.17,51.27
ORD_24699,CUST_1197,2023-09-05,2023-09-05,2023-09-05 09:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),6.56,4,5,902.14,0.00,902.14,555.74,346.40,908.70
ORD_24700,CUST_1025,2023-11-04,2023-11-04,2023-11-04 00:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,2,2,325.61,0.00,325.61,183.91,141.70,325.61
ORD_24701,CUST_1978,2024-11-12,2024-11-12,2024-11-12 17:00:00,Completed,1,0,0,QRIS,8.76,1,2,307.22,0.00,307.22,192.34,114.88,315.98
ORD_24702,CUST_1418,2024-01-19,2024-01-19,2024-01-19 17:00:00,Shipped,1,0,0,BNPL,7.10,2,2,508.90,0.00,508.90,297.81,211.09,516.00
ORD_24703,CUST_2069,2023-11-20,2023-11-20,2023-11-20 05:00:00,Cancelled,0,1,0,BNPL,0.00,4,5,750.20,0.00,750.20,500.32,249.88,750.20
ORD_24704,CUST_1164,2023-06-28,2023-06-28,2023-06-28 02:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),3.89,1,1,161.57,0.00,161.57,74.40,87.17,165.46
ORD_24705,CUST_1671,2023-12-03,2023-12-03,2023-12-03 09:00:00,Completed,1,0,0,Virtual Account Bank Transfer,4.77,1,1,77.50,0.00,77.50,35.77,41.73,82.27
ORD_24706,CUST_1380,2023-09-17,2023-09-17,2023-09-17 03:00:00,Shipped,1,0,0,BNPL,7.83,2,2,257.14,0.00,257.14,125.73,131.41,264.97
ORD_24707,CUST_1040,2023-10-12,2023-10-12,2023-10-12 01:00:00,Completed,1,0,0,BNPL,7.70,1,1,148.84,0.00,148.84,82.45,66.39,156.54
ORD_24708,CUST_1171,2023-01-18,2023-01-18,2023-01-18 16:00:00,Completed,1,0,0,Credit Card,8.77,3,5,1126.63,17.58,1109.05,720.12,388.93,1117.82
ORD_24709,CUST_1697,2023-05-02,2023-05-02,2023-05-02 21:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),6.24,1,1,153.61,0.00,153.61,96.17,57.44,159.85
ORD_24710,CUST_1249,2024-04-03,2024-04-03,2024-04-03 04:00:00,Completed,1,0,0,QRIS,3.76,2,3,766.54,13.07,753.47,383.47,370.00,757.23
ORD_24711,CUST_1851,2024-05-09,2024-05-09,2024-05-09 00:00:00,Completed,1,0,0,Credit Card,0.00,1,2,351.64,0.00,351.64,214.32,137.32,351.64
ORD_24712,CUST_1809,2024-03-31,2024-03-31,2024-03-31 14:00:00,Shipped,1,0,0,Virtual Account Bank Transfer,7.33,1,1,309.23,0.00,309.23,173.47,135.76,316.56
ORD_24713,CUST_1117,2024-03-15,2024-03-15,2024-03-15 10:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),8.96,1,2,297.68,0.00,297.68,164.90,132.78,306.64
ORD_24714,CUST_1282,2023-11-19,2023-11-19,2023-11-19 06:00:00,Cancelled,0,1,0,Virtual Account Bank Transfer,3.41,3,3,645.76,84.07,561.69,402.25,159.44,565.10
ORD_24715,CUST_1508,2024-04-27,2024-04-27,2024-04-27 03:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),5.40,3,3,472.52,1.01,471.51,228.46,243.05,476.91
ORD_24716,CUST_1198,2023-09-13,2023-09-13,2023-09-13 07:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),8.27,2,2,398.47,0.00,398.47,231.96,166.51,406.74
ORD_24717,CUST_1884,2023-05-25,2023-05-25,2023-05-25 15:00:00,Completed,1,0,0,QRIS,0.00,2,2,275.23,0.00,275.23,141.78,133.45,275.23
ORD_24718,CUST_1268,2023-11-24,2023-11-24,2023-11-24 22:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),3.75,1,2,39.20,0.00,39.20,19.62,19.58,42.95
ORD_24719,CUST_1187,2024-02-13,2024-02-13,2024-02-13 08:00:00,Completed,1,0,0,BNPL,6.14,2,2,332.32,16.16,316.16,152.05,164.11,322.30
ORD_24720,CUST_1222,2023-10-10,2023-10-10,2023-10-10 11:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),4.55,1,1,274.50,27.45,247.05,154.77,92.28,251.60
ORD_24721,CUST_1781,2024-06-15,2024-06-15,2024-06-15 10:00:00,Shipped,1,0,0,QRIS,0.00,2,3,511.49,11.22,500.27,330.36,169.91,500.27
ORD_24722,CUST_1202,2024-06-17,2024-06-17,2024-06-17 21:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,24.28,0.00,24.28,14.60,9.68,24.28
ORD_24723,CUST_1291,2023-04-06,2023-04-06,2023-04-06 16:00:00,Completed,1,0,0,Credit Card,0.00,2,2,320.77,13.62,307.15,186.87,120.28,307.15
ORD_24724,CUST_1846,2024-05-17,2024-05-17,2024-05-17 06:00:00,Completed,1,0,0,BNPL,3.84,1,2,96.84,0.00,96.84,60.40,36.44,100.68
ORD_24725,CUST_1388,2023-08-31,2023-08-31,2023-08-31 05:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,2,2,177.49,18.73,158.76,123.87,34.89,158.76
ORD_24726,CUST_1809,2024-02-14,2024-02-14,2024-02-14 10:00:00,Completed,1,0,0,QRIS,6.11,1,1,221.42,22.14,199.28,106.25,93.03,205.39
ORD_24727,CUST_1917,2024-08-17,2024-08-17,2024-08-17 01:00:00,Delivered,1,0,0,QRIS,6.39,1,2,493.56,0.00,493.56,354.40,139.16,499.95
ORD_24728,CUST_1744,2023-06-05,2023-06-05,2023-06-05 14:00:00,Shipped,1,0,0,Virtual Account Bank Transfer,4.10,1,2,224.30,0.00,224.30,163.36,60.94,228.40
ORD_24729,CUST_2167,2024-02-06,2024-02-06,2024-02-06 12:00:00,Returned,0,0,1,QRIS,0.00,2,3,301.86,0.00,301.86,160.46,141.40,301.86
ORD_24730,CUST_1077,2024-08-31,2024-08-31,2024-08-31 15:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),5.11,1,2,280.36,42.05,238.31,130.46,107.85,243.42
ORD_24731,CUST_1242,2023-08-06,2023-08-06,2023-08-06 22:00:00,Returned,0,0,1,Credit Card,0.00,1,1,24.28,0.00,24.28,14.60,9.68,24.28
ORD_24732,CUST_1127,2023-10-04,2023-10-04,2023-10-04 10:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),4.95,1,3,232.50,0.00,232.50,107.31,125.19,237.45
ORD_24733,CUST_1129,2024-01-11,2024-01-11,2024-01-11 15:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),3.01,2,2,288.83,0.00,288.83,153.68,135.15,291.84
ORD_24734,CUST_1340,2024-01-03,2024-01-03,2024-01-03 03:00:00,Delivered,1,0,0,Credit Card,3.94,2,3,475.38,21.39,453.99,277.78,176.21,457.93
ORD_24735,CUST_1433,2024-01-20,2024-01-20,2024-01-20 19:00:00,Completed,1,0,0,Virtual Account Bank Transfer,6.03,2,4,708.66,0.00,708.66,385.40,323.26,714.69
ORD_24736,CUST_1006,2024-08-03,2024-08-03,2024-08-03 06:00:00,Delivered,1,0,0,BNPL,7.89,2,3,705.28,0.00,705.28,382.92,322.36,713.17
ORD_24737,CUST_1538,2023-05-11,2023-05-11,2023-05-11 20:00:00,Shipped,1,0,0,BNPL,0.00,4,4,588.28,7.07,581.21,334.12,247.09,581.21
ORD_24738,CUST_1657,2023-12-01,2023-12-01,2023-12-01 19:00:00,Delivered,1,0,0,E-Wallet (GoPay/OVO),0.00,2,2,257.56,14.14,243.42,153.50,89.92,243.42
ORD_24739,CUST_2148,2024-05-13,2024-05-13,2024-05-13 09:00:00,Completed,1,0,0,QRIS,3.03,3,4,597.95,17.50,580.45,344.88,235.57,583.48
ORD_24740,CUST_1781,2024-05-25,2024-05-25,2024-05-25 15:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),7.48,2,3,524.26,41.35,482.91,247.27,235.64,490.39
ORD_24741,CUST_2064,2023-09-11,2023-09-11,2023-09-11 18:00:00,Completed,1,0,0,Virtual Account Bank Transfer,3.60,1,1,140.18,0.00,140.18,65.23,74.95,143.78
ORD_24742,CUST_2132,2023-01-25,2023-01-25,2023-01-25 05:00:00,Completed,1,0,0,QRIS,0.00,4,5,756.80,17.64,739.16,445.86,293.30,739.16
ORD_24743,CUST_1234,2024-05-14,2024-05-14,2024-05-14 12:00:00,Completed,1,0,0,Virtual Account Bank Transfer,3.58,2,3,124.80,1.79,123.01,80.95,42.06,126.59
ORD_24744,CUST_1793,2023-02-09,2023-02-09,2023-02-09 08:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),2.69,1,1,121.95,12.20,109.75,74.14,35.61,112.44
ORD_24745,CUST_1002,2023-05-03,2023-05-03,2023-05-03 15:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,2,624.26,0.00,624.26,296.92,327.34,624.26
ORD_24746,CUST_1538,2023-09-23,2023-09-23,2023-09-23 10:00:00,Completed,1,0,0,Virtual Account Bank Transfer,6.61,2,4,571.20,13.75,557.45,324.00,233.45,564.06
ORD_24747,CUST_1445,2024-02-01,2024-02-01,2024-02-01 09:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,36.04,0.00,36.04,19.83,16.21,36.04
ORD_24748,CUST_1658,2024-01-21,2024-01-21,2024-01-21 08:00:00,Shipped,1,0,0,QRIS,0.00,1,2,419.04,0.00,419.04,271.38,147.66,419.04
ORD_24749,CUST_2123,2023-12-18,2023-12-18,2023-12-18 08:00:00,Completed,1,0,0,BNPL,2.65,4,5,982.73,70.19,912.54,572.14,340.40,915.19
ORD_24750,CUST_1442,2024-06-24,2024-06-24,2024-06-24 06:00:00,Cancelled,0,1,0,Virtual Account Bank Transfer,0.00,1,2,627.28,0.00,627.28,355.92,271.36,627.28
ORD_24751,CUST_1896,2024-03-27,2024-03-27,2024-03-27 04:00:00,Completed,1,0,0,QRIS,5.70,1,1,218.49,10.92,207.57,128.59,78.98,213.27
ORD_24752,CUST_2069,2024-04-13,2024-04-13,2024-04-13 19:00:00,Completed,1,0,0,BNPL,0.00,2,2,531.80,21.39,510.41,248.04,262.37,510.41
ORD_24753,CUST_2160,2023-05-01,2023-05-01,2023-05-01 12:00:00,Delivered,1,0,0,Credit Card,3.19,1,1,209.52,20.95,188.57,135.69,52.88,191.76
ORD_24754,CUST_2036,2023-08-15,2023-08-15,2023-08-15 10:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,2,4,969.42,0.00,969.42,595.24,374.18,969.42
ORD_24755,CUST_1691,2023-11-03,2023-11-03,2023-11-03 16:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,3,513.93,0.00,513.93,323.19,190.74,513.93
ORD_24756,CUST_2142,2023-08-02,2023-08-02,2023-08-02 02:00:00,Cancelled,0,1,0,QRIS,0.00,1,2,285.58,28.56,257.02,160.74,96.28,257.02
ORD_24757,CUST_1217,2024-01-15,2024-01-15,2024-01-15 13:00:00,Delivered,1,0,0,Credit Card,6.68,3,3,388.50,4.27,384.23,204.41,179.82,390.91
ORD_24758,CUST_1561,2023-04-26,2023-04-26,2023-04-26 17:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,2,341.50,51.23,290.27,155.30,134.97,290.27
ORD_24759,CUST_2142,2023-06-29,2023-06-29,2023-06-29 08:00:00,Shipped,1,0,0,QRIS,0.00,1,2,561.68,0.00,561.68,322.56,239.12,561.68
ORD_24760,CUST_1850,2024-12-09,2024-12-09,2024-12-09 00:00:00,Delivered,1,0,0,BNPL,0.00,2,2,436.80,12.32,424.48,243.72,180.76,424.48
ORD_24761,CUST_1287,2024-05-18,2024-05-18,2024-05-18 06:00:00,Completed,1,0,0,Virtual Account Bank Transfer,6.31,1,1,312.13,0.00,312.13,148.46,163.67,318.44
ORD_24762,CUST_1598,2023-07-13,2023-07-13,2023-07-13 20:00:00,Completed,1,0,0,Virtual Account Bank Transfer,5.21,3,6,1197.32,97.67,1099.65,646.16,453.49,1104.86
ORD_24763,CUST_1136,2023-05-20,2023-05-20,2023-05-20 18:00:00,Completed,1,0,0,QRIS,0.00,1,1,123.16,0.00,123.16,65.76,57.40,123.16
ORD_24764,CUST_1104,2024-09-27,2024-09-27,2024-09-27 18:00:00,Completed,1,0,0,BNPL,4.42,2,3,555.13,41.90,513.23,308.13,205.10,517.65
ORD_24765,CUST_1377,2024-05-24,2024-05-24,2024-05-24 21:00:00,Completed,1,0,0,BNPL,2.75,1,1,142.79,0.00,142.79,80.37,62.42,145.54
ORD_24766,CUST_2009,2023-10-03,2023-10-03,2023-10-03 08:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,232.38,0.00,232.38,118.56,113.82,232.38
ORD_24767,CUST_2179,2024-03-23,2024-03-23,2024-03-23 16:00:00,Delivered,1,0,0,E-Wallet (GoPay/OVO),3.86,2,3,722.50,0.00,722.50,435.63,286.87,726.36
ORD_24768,CUST_1367,2024-02-01,2024-02-01,2024-02-01 01:00:00,Delivered,1,0,0,BNPL,0.00,1,1,274.50,0.00,274.50,154.77,119.73,274.50
ORD_24769,CUST_2142,2023-07-21,2023-07-21,2023-07-21 06:00:00,Completed,1,0,0,BNPL,3.96,1,1,218.49,0.00,218.49,128.59,89.90,222.45
ORD_24770,CUST_1582,2023-11-10,2023-11-10,2023-11-10 02:00:00,Completed,1,0,0,BNPL,0.00,2,2,560.20,0.00,560.20,315.94,244.26,560.20
ORD_24771,CUST_1974,2023-04-26,2023-04-26,2023-04-26 23:00:00,Delivered,1,0,0,QRIS,4.68,1,2,341.50,34.15,307.35,155.30,152.05,312.03
ORD_24772,CUST_1853,2024-05-18,2024-05-18,2024-05-18 13:00:00,Completed,1,0,0,BNPL,0.00,1,2,315.78,0.00,315.78,228.12,87.66,315.78
ORD_24773,CUST_1908,2023-12-03,2023-12-03,2023-12-03 01:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),8.38,1,1,121.95,0.00,121.95,74.14,47.81,130.33
